entry_id,annotation_type,lpips
7955_0_det5,number_letter,0.1670
7954_1_det0,arrow,0.4410
7954_1_det1,number_letter,0.1667
7954_1_det2,number_letter,0.1508
7954_1_det3,number_letter,0.1055
7954_1_det4,number_letter,0.1874
7954_1_det5,number_letter,0.1889
7954_1_det6,number_letter,0.1644
7954_2_det0,arrow,0.4398
7954_2_det1,number_letter,0.1661
7954_2_det2,number_letter,0.1516
7954_2_det3,number_letter,0.1096
7954_2_det4,number_letter,0.1886
7954_2_det5,number_letter,0.1934
7954_2_det6,number_letter,0.1664
7946_6_det1,arrow,0.1978
7946_6_det3,number_letter,0.1863
7946_6_det5,arrow,0.2349
7946_7_det0,freeform_bbox,0.6524
7946_7_det1,number_letter,0.1888
7965_3_det0,number_letter,0.1668
7965_3_det1,number_letter,0.1386
7965_4_det0,number_letter,0.1694
7965_4_det1,number_letter,0.1386
8000_1_det0,arrow,0.2516
8000_1_det1,arrow,0.2639
8000_1_det2,number_letter,0.3764
8000_1_det3,freeform_bbox,0.7678
8000_1_det4,number_letter,0.3868
8000_1_det5,number_letter,0.4619
8000_1_det6,number_letter,0.3342
8000_1_det7,number_letter,0.3436
8000_1_det8,number_letter,0.3990
8000_1_det9,number_letter,0.3983
8006_0_det0,number_letter,0.2370
8006_0_det1,arrow,0.3055
8006_0_det2,number_letter,0.2372
8006_0_det3,number_letter,0.3635
8006_2_det0,arrow,0.1303
8006_2_det1,number_letter,0.2517
8006_3_det0,arrow,0.3028
8006_3_det1,number_letter,0.2592
8006_3_det2,number_letter,0.2901
803_1_det0,number_letter,0.2560
803_1_det2,arrow,0.2388
803_1_det3,number_letter,0.2357
803_1_det4,number_letter,0.2562
8057_0_det0,number_letter,0.3501
8057_0_det1,number_letter,0.3376
8057_0_det2,freeform_bbox,0.6076
8057_0_det3,arrow,0.2882
8057_0_det4,number_letter,0.3419
8069_1_det0,freeform_bbox,0.4777
8069_1_det1,number_letter,0.1834
8069_1_det2,arrow,0.3414
8069_1_det3,number_letter,0.2054
8069_1_det4,number_letter,0.2006
8069_2_det0,freeform_bbox,0.5575
8069_2_det1,number_letter,0.1807
8069_2_det2,number_letter,0.2013
8069_2_det3,number_letter,0.2213
8069_2_det4,arrow,0.2455
8069_3_det0,number_letter,0.2007
8069_3_det1,number_letter,0.2214
8069_3_det2,number_letter,0.1776
8069_3_det3,arrow,0.2373
8069_10_det0,freeform_bbox,0.3240
8069_10_det1,number_letter,0.2054
8069_10_det2,number_letter,0.1779
8069_10_det3,number_letter,0.2255
8069_10_det4,arrow,0.2409
8032_8_det0,arrow,0.3262
8032_8_det1,number_letter,0.2509
8032_18_det1,number_letter,0.2320
8032_18_det2,number_letter,0.2132
8032_19_det0,arrow,0.3262
8032_19_det1,number_letter,0.2479
8032_25_det1,arrow,0.3239
8032_27_det0,arrow,0.3255
8032_27_det1,number_letter,0.2452
8121_0_det3,arrow,0.2176
8139_0_det0,freeform_bbox,0.2241
8139_0_det1,arrow,0.1603
8139_0_det2,number_letter,0.1850
8139_0_det4,number_letter,0.2647
8139_0_det5,number_letter,0.1969
8153_2_det0,arrow,0.3049
8153_2_det1,number_letter,0.2573
8153_2_det2,arrow,0.3148
8153_2_det3,number_letter,0.2177
8153_2_det4,number_letter,0.1611
8164_0_det1,number_letter,0.1764
8164_0_det2,arrow,0.1389
8164_0_det3,number_letter,0.1471
8164_0_det4,number_letter,0.1659
8164_0_det5,arrow,0.1917
8164_0_det6,number_letter,0.0876
8164_1_det0,number_letter,0.2412
8164_1_det1,number_letter,0.2736
8164_1_det2,number_letter,0.2364
8164_1_det3,arrow,0.1927
8164_1_det4,freeform_bbox,0.3611
8164_1_det5,arrow,0.1921
820_0_det0,freeform_bbox,0.3639
820_0_det1,arrow,0.1525
820_0_det2,number_letter,0.3506
820_0_det3,arrow,0.2274
8185_0_det1,number_letter,0.2028
8185_0_det2,number_letter,0.1978
8185_0_det3,number_letter,0.2237
8185_0_det4,number_letter,0.2045
8185_0_det5,number_letter,0.2716
8185_0_det6,number_letter,0.2786
8185_1_det0,arrow,0.2889
8185_1_det1,arrow,0.1901
8185_1_det2,number_letter,0.2024
8185_1_det3,number_letter,0.2246
8185_1_det4,number_letter,0.2788
8185_1_det5,number_letter,0.2713
8185_3_det0,arrow,0.2863
8185_3_det1,arrow,0.1936
8185_3_det2,number_letter,0.2047
8185_3_det3,number_letter,0.2244
8185_3_det4,number_letter,0.2788
8185_4_det0,arrow,0.2713
8185_4_det1,arrow,0.1942
8185_4_det2,number_letter,0.2027
8185_4_det3,number_letter,0.2239
8185_4_det4,number_letter,0.2784
8190_4_det0,arrow,0.2382
8190_4_det1,number_letter,0.3054
8190_4_det2,arrow,0.2491
8190_4_det3,number_letter,0.2826
8171_0_det1,arrow,0.2372
8171_1_det1,arrow,0.2370
8171_2_det1,arrow,0.2342
8171_8_det1,arrow,0.2363
8171_16_det0,arrow,0.2373
8171_18_det1,arrow,0.2378
8171_22_det1,arrow,0.2378
8263_2_det1,freeform_bbox,0.5218
8306_1_det0,freeform_bbox,0.6436
8306_1_det1,arrow,0.1975
8306_1_det2,arrow,0.1888
8330_0_det0,number_letter,0.2319
8330_0_det1,number_letter,0.2146
8330_0_det2,number_letter,0.2244
8330_0_det3,number_letter,0.2343
8330_0_det4,number_letter,0.2337
8330_0_det5,number_letter,0.2626
8330_0_det6,number_letter,0.2541
8330_0_det7,number_letter,0.2477
8330_0_det8,number_letter,0.2539
8330_0_det9,number_letter,0.2104
8330_0_det10,number_letter,0.2433
8330_0_det11,number_letter,0.2384
8330_0_det12,number_letter,0.2330
8330_0_det14,number_letter,0.2529
8330_1_det0,arrow,0.2253
8330_1_det1,number_letter,0.2359
8330_1_det2,number_letter,0.2088
8330_1_det3,number_letter,0.2376
8330_1_det4,number_letter,0.2350
8330_1_det5,number_letter,0.2365
8330_1_det6,number_letter,0.1739
8330_1_det7,number_letter,0.2104
8330_1_det8,number_letter,0.4036
8330_1_det9,number_letter,0.2369
8330_1_det10,number_letter,0.2491
8330_1_det11,number_letter,0.2935
8330_1_det12,number_letter,0.2963
8330_2_det0,number_letter,0.2295
8330_2_det1,number_letter,0.2265
8330_2_det2,number_letter,0.2750
8330_2_det3,number_letter,0.2589
8330_2_det4,number_letter,0.2618
8330_2_det5,number_letter,0.2613
8330_2_det6,number_letter,0.2107
8330_2_det7,number_letter,0.2779
8330_2_det8,number_letter,0.2492
8330_2_det9,number_letter,0.2065
8330_2_det10,number_letter,0.3190
8330_2_det11,number_letter,0.2893
8330_2_det12,number_letter,0.2343
8330_2_det13,arrow,0.2237
8330_2_det14,arrow,0.2159
8330_2_det15,number_letter,0.2790
8313_1_det0,number_letter,0.1792
8313_1_det1,number_letter,0.1548
8313_1_det2,number_letter,0.1326
8313_1_det3,arrow,0.2237
8313_1_det4,number_letter,0.2076
8313_1_det5,arrow,0.1757
8313_3_det0,number_letter,0.1775
8313_3_det2,number_letter,0.1530
8313_3_det3,number_letter,0.1308
8329_2_det1,freeform_bbox,0.0958
8329_2_det2,number_letter,0.1786
8329_2_det3,arrow,0.3553
8376_0_det0,arrow,0.1621
8376_0_det1,number_letter,0.2380
8376_0_det2,number_letter,0.2126
8376_0_det3,number_letter,0.1096
8376_0_det4,number_letter,0.1092
8376_0_det5,number_letter,0.2124
8376_0_det6,number_letter,0.2028
8376_0_det7,number_letter,0.1406
8376_0_det8,arrow,0.1934
8404_1_det0,freeform_bbox,0.3079
8404_1_det2,number_letter,0.3391
8404_1_det3,arrow,0.1501
8404_1_det4,number_letter,0.2345
8440_2_det1,number_letter,0.1768
8440_2_det2,number_letter,0.1564
8440_2_det3,number_letter,0.1553
8503_0_det0,freeform_bbox,0.3042
8503_0_det2,number_letter,0.2231
8503_0_det4,number_letter,0.1412
8503_0_det5,number_letter,0.1383
8511_0_det0,number_letter,0.2675
8520_0_det0,number_letter,0.1614
8520_0_det1,number_letter,0.0997
8520_0_det3,number_letter,0.1410
8520_0_det4,number_letter,0.1137
8520_0_det5,number_letter,0.1943
8520_0_det6,number_letter,0.1511
8568_0_det0,arrow,0.0929
8568_0_det1,freeform_bbox,0.6803
8568_0_det3,arrow,0.4450
8564_3_det0,freeform_bbox,0.4475
8564_3_det1,number_letter,0.1450
8564_3_det2,number_letter,0.3563
8607_1_det0,number_letter,0.2554
8627_0_det0,arrow,0.0633
8627_0_det1,number_letter,0.3176
8671_0_det0,freeform_bbox,0.4772
8671_2_det0,number_letter,0.3550
8671_2_det2,number_letter,0.2742
8671_2_det3,number_letter,0.3610
8712_0_det0,number_letter,0.2195
8712_0_det2,arrow,0.1079
8712_0_det3,number_letter,0.1417
8712_0_det4,number_letter,0.1221
8712_0_det5,number_letter,0.1350
8712_0_det6,arrow,0.2051
8712_1_det1,number_letter,0.2109
8712_1_det2,number_letter,0.1269
8712_1_det3,number_letter,0.1448
8712_1_det4,number_letter,0.1241
8712_1_det5,arrow,0.2435
8712_2_det0,freeform_bbox,0.4492
8712_2_det1,number_letter,0.2134
8712_2_det2,arrow,0.2101
8712_2_det3,number_letter,0.1290
8712_2_det4,number_letter,0.1453
8712_2_det5,number_letter,0.1299
8735_1_det0,number_letter,0.1872
8735_1_det1,arrow,0.0735
8735_1_det2,number_letter,0.1777
8735_1_det3,number_letter,0.1414
8735_1_det4,number_letter,0.1442
8735_1_det5,number_letter,0.1801
8735_1_det7,arrow,0.0819
8782_1_det0,arrow,0.2651
8807_0_det2,arrow,0.3491
883_0_det0,arrow,0.2866
883_0_det1,number_letter,0.1668
883_0_det2,arrow,0.1744
8848_1_det0,arrow,0.0800
886_0_det1,arrow,0.2899
8856_4_det0,arrow,0.2476
8856_4_det1,freeform_bbox,0.3774
8856_4_det2,arrow,0.1854
8856_7_det2,freeform_bbox,0.5075
8856_7_det3,arrow,0.2505
8856_7_det5,arrow,0.1841
8903_1_det0,number_letter,0.1617
8903_1_det1,arrow,0.0914
8903_1_det2,number_letter,0.2142
8896_0_det0,number_letter,0.1941
8896_0_det1,arrow,0.1337
8896_0_det2,arrow,0.2001
8896_6_det1,arrow,0.1389
8896_8_det0,arrow,0.1340
8896_8_det1,arrow,0.1741
8934_3_det0,arrow,0.3492
8934_3_det1,number_letter,0.3039
8934_4_det0,arrow,0.1306
8965_0_det0,arrow,0.0810
8970_0_det0,arrow,0.3116
8970_0_det1,arrow,0.1126
8970_0_det2,number_letter,0.1722
8970_0_det3,number_letter,0.1497
8970_0_det4,number_letter,0.1730
8970_0_det5,number_letter,0.1547
8970_0_det6,number_letter,0.1677
8970_0_det7,number_letter,0.1573
8970_0_det8,number_letter,0.1786
8970_0_det9,number_letter,0.1640
8970_0_det10,freeform_bbox,0.4851
8970_0_det11,number_letter,0.1476
8929_8_det1,number_letter,0.2425
8929_8_det2,number_letter,0.2166
8929_8_det3,number_letter,0.1843
8929_8_det5,number_letter,0.2863
8929_9_det0,number_letter,0.3844
8929_9_det1,number_letter,0.3332
8929_9_det2,freeform_bbox,0.4096
8929_9_det3,number_letter,0.3505
8929_9_det4,number_letter,0.3489
8929_9_det5,number_letter,0.3186
8929_9_det6,number_letter,0.3462
8929_9_det7,number_letter,0.3392
8929_9_det8,number_letter,0.3316
8929_9_det9,number_letter,0.3143
8929_9_det10,number_letter,0.3487
8945_8_det0,number_letter,0.0782
8945_8_det1,number_letter,0.2100
8945_8_det2,number_letter,0.1233
8945_8_det3,number_letter,0.0792
8945_8_det4,number_letter,0.2028
8945_8_det6,number_letter,0.2928
8945_8_det7,number_letter,0.1547
8945_11_det0,number_letter,0.2033
8945_11_det1,number_letter,0.0773
8945_11_det2,number_letter,0.1234
8945_11_det3,number_letter,0.0796
8945_11_det4,number_letter,0.2029
8945_11_det5,number_letter,0.1552
8945_11_det6,number_letter,0.2660
8945_11_det7,arrow,0.2629
9005_2_det2,arrow,0.5022
9005_2_det5,arrow,0.1443
9_1_det1,number_letter,0.3019
9_1_det2,freeform_bbox,0.2053
9_1_det3,number_letter,0.3660
9023_0_det0,freeform_bbox,0.4635
9023_0_det1,arrow,0.0928
9023_0_det2,number_letter,0.4110
9023_0_det3,number_letter,0.3871
9023_0_det4,number_letter,0.4325
9023_0_det5,number_letter,0.3557
9023_0_det6,number_letter,0.4179
9023_0_det7,number_letter,0.3436
9023_0_det8,number_letter,0.2918
9023_0_det9,arrow,0.2165
8982_5_det0,number_letter,0.1786
8982_5_det2,number_letter,0.1859
8982_5_det4,number_letter,0.1236
8982_5_det5,number_letter,0.1444
8982_5_det6,number_letter,0.1672
8982_5_det7,number_letter,0.1237
8982_5_det8,number_letter,0.1116
8982_5_det9,number_letter,0.1538
8982_14_det0,number_letter,0.1785
8982_14_det1,number_letter,0.1854
8982_14_det2,number_letter,0.1234
8982_14_det3,number_letter,0.1408
8982_14_det4,number_letter,0.1681
8982_14_det5,arrow,0.1473
8982_14_det6,number_letter,0.1251
8982_14_det7,number_letter,0.1107
8982_14_det8,number_letter,0.1520
8982_14_det9,arrow,0.1743
9039_0_det0,freeform_bbox,0.6051
9039_0_det1,number_letter,0.5857
9029_2_det1,freeform_bbox,0.9267
9029_2_det2,number_letter,0.2333
9041_2_det0,number_letter,0.1550
9041_2_det2,number_letter,0.1431
9041_2_det4,arrow,0.1829
8993_8_det1,number_letter,0.1168
8993_8_det2,number_letter,0.1039
8993_8_det3,number_letter,0.1141
8993_8_det4,number_letter,0.1077
8993_8_det5,number_letter,0.1106
8993_8_det6,number_letter,0.0959
8993_8_det7,number_letter,0.1447
8993_8_det8,number_letter,0.1428
8993_20_det0,number_letter,0.1135
8993_20_det1,number_letter,0.1027
8993_20_det2,number_letter,0.1140
8993_20_det3,number_letter,0.1088
8993_20_det4,arrow,0.1350
8993_20_det5,number_letter,0.1098
8993_20_det6,number_letter,0.0922
8993_20_det7,number_letter,0.1456
8993_20_det8,arrow,0.1632
8993_21_det0,number_letter,0.1099
8993_21_det1,number_letter,0.1025
8993_21_det2,number_letter,0.1127
8993_21_det3,number_letter,0.1087
8993_21_det4,arrow,0.1373
8993_21_det5,number_letter,0.1077
8993_21_det6,number_letter,0.0876
8993_21_det7,number_letter,0.1500
8993_21_det8,arrow,0.1627
8993_22_det0,number_letter,0.1142
8993_22_det1,number_letter,0.1025
8993_22_det2,number_letter,0.1145
8993_22_det3,number_letter,0.1208
8993_22_det4,number_letter,0.1086
8993_22_det5,number_letter,0.1077
8993_22_det6,number_letter,0.0908
8993_22_det7,number_letter,0.1462
9059_0_det0,arrow,0.2592
9059_0_det1,number_letter,0.1651
9059_0_det2,number_letter,0.1719
9059_0_det3,number_letter,0.1536
9059_0_det4,number_letter,0.1661
9059_0_det5,number_letter,0.1661
9059_0_det7,number_letter,0.1585
9059_0_det8,number_letter,0.1890
9059_0_det9,number_letter,0.1570
9070_0_det0,freeform_bbox,0.6983
9070_0_det1,number_letter,0.1403
9070_0_det2,arrow,0.2423
9070_0_det3,arrow,0.2424
9070_0_det4,number_letter,0.1571
9081_0_det1,freeform_bbox,0.4593
9081_0_det2,arrow,0.2955
9081_0_det3,number_letter,0.3526
9081_0_det4,number_letter,0.3528
9081_0_det5,number_letter,0.3409
9081_0_det6,arrow,0.2845
9081_7_det0,arrow,0.1771
9081_7_det1,number_letter,0.2079
9081_7_det2,number_letter,0.2055
9081_7_det3,number_letter,0.2366
9081_7_det4,number_letter,0.1790
9081_7_det5,arrow,0.1798
9064_16_det0,number_letter,0.1049
9064_16_det1,number_letter,0.0481
9136_0_det0,freeform_bbox,0.4964
9136_0_det1,number_letter,0.1973
9136_0_det2,number_letter,0.2766
9136_0_det3,number_letter,0.2112
9136_0_det4,number_letter,0.2121
9136_0_det5,number_letter,0.1815
9136_0_det6,number_letter,0.2134
9136_0_det7,number_letter,0.2269
9136_0_det8,number_letter,0.2783
9136_0_det9,number_letter,0.2411
9136_0_det11,arrow,0.2537
9136_0_det12,number_letter,0.2035
9136_1_det1,number_letter,0.1973
9136_1_det2,number_letter,0.2856
9136_1_det3,number_letter,0.2119
9136_1_det4,number_letter,0.1842
9136_1_det5,number_letter,0.2103
9136_1_det6,number_letter,0.2317
9136_1_det7,number_letter,0.2742
9136_1_det8,number_letter,0.2418
9136_1_det9,number_letter,0.2157
9136_1_det10,number_letter,0.2071
9158_0_det0,freeform_bbox,0.6389
9158_0_det1,number_letter,0.2506
9158_0_det3,number_letter,0.1952
9158_0_det4,number_letter,0.1655
9158_0_det5,number_letter,0.2350
9158_0_det6,number_letter,0.2110
9158_1_det0,number_letter,0.1553
9158_1_det1,number_letter,0.2225
9158_1_det2,number_letter,0.1970
9158_1_det3,number_letter,0.1992
9158_1_det4,number_letter,0.1761
9158_1_det5,number_letter,0.2066
9158_1_det6,arrow,0.1986
9158_1_det7,arrow,0.2794
9151_7_det0,number_letter,0.1369
9151_7_det1,number_letter,0.1440
9151_7_det2,freeform_bbox,0.6290
9151_7_det3,arrow,0.3890
9151_7_det4,number_letter,0.1866
9151_7_det5,number_letter,0.2946
9151_7_det6,number_letter,0.2564
9151_7_det7,arrow,0.1212
9151_7_det8,number_letter,0.2109
9151_7_det9,number_letter,0.1507
9151_7_det10,number_letter,0.1522
9151_7_det11,number_letter,0.1362
9151_7_det12,number_letter,0.1743
9151_7_det13,number_letter,0.2673
9198_0_det1,number_letter,0.2660
9198_0_det2,number_letter,0.2663
9198_0_det4,arrow,0.3023
9169_4_det0,number_letter,0.2825
9169_4_det1,arrow,0.2124
9207_0_det1,number_letter,0.1940
9207_0_det2,number_letter,0.2241
9207_0_det3,number_letter,0.2057
9207_0_det4,number_letter,0.2562
9207_0_det6,number_letter,0.2469
9207_0_det7,number_letter,0.2171
9207_0_det8,number_letter,0.1946
9207_2_det0,number_letter,0.1914
9207_2_det1,number_letter,0.2120
9207_2_det3,number_letter,0.3049
9207_2_det4,number_letter,0.1919
9207_2_det5,number_letter,0.2732
9207_2_det6,number_letter,0.2082
9207_2_det7,number_letter,0.1900
9207_2_det8,arrow,0.1412
9145_0_det1,number_letter,0.1553
9145_1_det0,number_letter,0.3017
9145_1_det1,arrow,0.5223
9145_1_det2,number_letter,0.1581
9145_1_det3,number_letter,0.1575
9145_8_det0,number_letter,0.2961
9145_8_det1,arrow,0.5234
9145_8_det2,number_letter,0.1553
9145_8_det3,number_letter,0.1145
9145_13_det0,number_letter,0.2940
9145_13_det1,arrow,0.5233
9145_13_det2,number_letter,0.1554
9145_13_det3,number_letter,0.1153
9225_1_det0,number_letter,0.2996
9225_1_det1,arrow,0.1273
9225_1_det2,number_letter,0.3160
9225_1_det3,number_letter,0.2984
9225_1_det4,freeform_bbox,0.4675
9204_0_det0,number_letter,0.1645
9204_5_det1,arrow,0.1122
9204_5_det2,number_letter,0.1016
9204_5_det3,number_letter,0.0916
9224_1_det0,arrow,0.2122
9224_1_det1,arrow,0.2033
9224_3_det1,arrow,0.2057
9224_3_det2,arrow,0.2743
9224_4_det0,arrow,0.2124
9216_8_det0,arrow,0.3680
9216_8_det1,number_letter,0.2499
9216_8_det2,number_letter,0.2000
9216_8_det4,number_letter,0.1937
9216_8_det5,number_letter,0.2154
9216_8_det6,number_letter,0.2244
9249_0_det0,number_letter,0.2185
9249_0_det2,number_letter,0.2668
9249_0_det3,number_letter,0.2038
9249_0_det4,number_letter,0.2717
9249_0_det5,number_letter,0.2948
9249_2_det0,number_letter,0.2190
9249_2_det2,number_letter,0.2693
9249_2_det3,number_letter,0.2006
9249_2_det4,number_letter,0.2739
9249_2_det5,number_letter,0.2879
9259_0_det0,arrow,0.3094
9259_0_det1,freeform_bbox,0.7312
9259_0_det2,arrow,0.2814
9259_0_det3,number_letter,0.2119
9259_0_det4,number_letter,0.2137
9259_0_det5,number_letter,0.1979
9259_1_det0,arrow,0.2730
9259_1_det1,number_letter,0.2240
9259_1_det2,number_letter,0.2200
9259_1_det3,number_letter,0.2039
9259_1_det4,arrow,0.1704
9259_1_det5,freeform_bbox,0.7284
9290_0_det0,number_letter,0.2275
9290_0_det1,number_letter,0.3854
9290_0_det2,freeform_bbox,0.6483
9307_2_det0,number_letter,0.0984
9307_2_det1,arrow,0.3688
9307_2_det2,number_letter,0.0981
9307_2_det5,arrow,0.3111
9305_0_det0,number_letter,0.3112
9305_0_det1,number_letter,0.2695
9305_0_det2,number_letter,0.3163
9305_0_det4,number_letter,0.2890
9305_0_det5,number_letter,0.3221
9305_0_det6,number_letter,0.3310
9305_4_det1,number_letter,0.3115
9305_4_det2,number_letter,0.2714
9305_4_det3,number_letter,0.3243
9305_4_det4,number_letter,0.2743
9305_4_det5,number_letter,0.3325
9305_4_det6,number_letter,0.3387
9317_0_det0,number_letter,0.3317
9317_0_det1,number_letter,0.3246
9317_0_det2,number_letter,0.3338
9317_0_det3,arrow,0.2612
9352_0_det0,arrow,0.0838
9352_0_det3,freeform_bbox,0.4105
9286_6_det0,arrow,0.2630
9286_6_det2,number_letter,0.1367
9286_7_det2,number_letter,0.1367
9346_2_det0,arrow,0.2144
9346_6_det0,arrow,0.2365
9391_1_det0,number_letter,0.1973
9391_1_det1,freeform_bbox,0.4155
9391_1_det2,number_letter,0.3630
9391_1_det3,number_letter,0.3600
9391_1_det4,number_letter,0.2806
9391_4_det0,number_letter,0.2120
9391_4_det1,number_letter,0.2290
9391_4_det2,number_letter,0.2706
9391_5_det0,arrow,0.1839
9391_5_det1,arrow,0.2040
9391_5_det2,arrow,0.4023
9430_3_det0,arrow,0.1456
9430_3_det1,arrow,0.1393
9430_3_det2,number_letter,0.2926
9441_3_det0,number_letter,0.4951
9441_3_det1,arrow,0.4488
9458_1_det0,arrow,0.0993
9469_0_det0,arrow,0.2405
9469_0_det1,number_letter,0.1150
9469_0_det3,arrow,0.2621
9450_0_det0,freeform_bbox,0.6148
9450_0_det4,number_letter,0.3457
9450_0_det5,number_letter,0.3531
9450_0_det6,number_letter,0.3844
9450_0_det7,number_letter,0.3505
9450_0_det8,number_letter,0.3605
9450_1_det0,arrow,0.3915
9450_1_det1,arrow,0.2583
9532_2_det0,number_letter,0.1556
9532_2_det1,number_letter,0.1488
9532_2_det2,number_letter,0.1725
9532_2_det3,number_letter,0.3175
9532_2_det4,number_letter,0.1553
9532_2_det5,number_letter,0.1548
9532_2_det6,number_letter,0.2036
9532_2_det7,freeform_bbox,0.5554
9532_2_det8,number_letter,0.1518
9532_2_det9,number_letter,0.1810
9532_2_det10,number_letter,0.2137
9532_2_det11,number_letter,0.1406
9532_2_det12,number_letter,0.1614
9532_2_det13,number_letter,0.1331
9532_2_det14,number_letter,0.1691
9532_2_det15,number_letter,0.1846
9532_2_det16,number_letter,0.1476
9532_2_det17,number_letter,0.2030
9532_2_det18,number_letter,0.1301
954_1_det1,number_letter,0.2431
9571_0_det0,arrow,0.0952
9571_0_det1,number_letter,0.1609
9571_0_det2,arrow,0.2930
9571_0_det3,number_letter,0.2129
9568_1_det1,number_letter,0.1452
9568_1_det3,number_letter,0.1319
9574_2_det1,freeform_bbox,0.2812
9574_2_det2,number_letter,0.2557
9574_2_det3,number_letter,0.2569
9574_2_det4,number_letter,0.2590
9635_0_det0,arrow,0.1723
962_3_det0,arrow,0.2474
962_9_det0,number_letter,0.4294
962_9_det1,number_letter,0.2885
962_9_det2,arrow,0.2789
962_9_det3,freeform_bbox,0.3638
962_9_det4,number_letter,0.4098
962_9_det5,arrow,0.5307
962_10_det0,arrow,0.2509
962_10_det1,freeform_bbox,0.4969
962_10_det2,arrow,0.2070
962_10_det3,arrow,0.2711
9656_0_det0,arrow,0.1810
9656_0_det1,number_letter,0.1487
9656_0_det2,arrow,0.1763
9638_0_det0,arrow,0.1649
9638_0_det1,arrow,0.2243
965_2_det2,number_letter,0.2094
9684_2_det0,arrow,0.2043
9684_2_det1,arrow,0.0540
9684_2_det2,number_letter,0.0877
9705_0_det0,number_letter,0.1343
9705_0_det1,number_letter,0.1477
9705_0_det2,number_letter,0.0905
9705_0_det3,number_letter,0.2150
9705_0_det4,arrow,0.1880
9705_0_det5,number_letter,0.1564
9705_0_det6,arrow,0.2348
972_1_det1,freeform_bbox,0.3474
972_2_det1,freeform_bbox,0.3521
9818_0_det0,freeform_bbox,0.5844
9818_0_det1,arrow,0.2905
9806_4_det0,number_letter,0.1369
9806_4_det2,number_letter,0.2058
9806_4_det4,number_letter,0.1353
9806_5_det0,number_letter,0.1390
9806_5_det1,number_letter,0.2148
9806_5_det2,number_letter,0.1361
9825_2_det0,number_letter,0.1655
9825_2_det1,number_letter,0.1907
9825_2_det2,number_letter,0.1767
9825_2_det3,number_letter,0.1793
9825_2_det4,number_letter,0.1701
9825_2_det5,arrow,0.1421
9825_2_det6,number_letter,0.2159
9825_2_det7,number_letter,0.2331
9825_3_det0,number_letter,0.1597
9825_3_det1,number_letter,0.1980
9825_3_det2,arrow,0.1585
9825_3_det3,number_letter,0.1888
9825_3_det4,number_letter,0.1990
9825_3_det5,number_letter,0.1701
9825_3_det6,number_letter,0.2192
9825_3_det7,number_letter,0.2295
980_8_det0,number_letter,0.1025
980_8_det1,arrow,0.1250
980_8_det2,number_letter,0.1219
980_8_det3,number_letter,0.1122
980_8_det4,number_letter,0.1436
980_14_det0,number_letter,0.1010
980_14_det1,arrow,0.1262
980_14_det2,number_letter,0.1217
980_14_det3,number_letter,0.0880
980_14_det4,number_letter,0.1085
980_14_det5,number_letter,0.1436
9831_0_det0,number_letter,0.2073
9831_0_det1,number_letter,0.2360
9831_0_det2,number_letter,0.2261
9844_13_det1,number_letter,0.2040
9844_13_det2,number_letter,0.2193
9844_13_det3,number_letter,0.1978
9844_13_det4,number_letter,0.1899
9844_13_det5,number_letter,0.1984
9844_13_det6,number_letter,0.1561
9884_0_det0,number_letter,0.1680
9884_0_det1,arrow,0.2517
9884_0_det3,number_letter,0.2031
9884_0_det4,arrow,0.2646
9884_0_det5,number_letter,0.2815
9884_1_det0,arrow,0.1618
9884_1_det1,arrow,0.1632
9884_1_det2,freeform_bbox,0.2608
9884_1_det3,arrow,0.1611
9933_1_det0,freeform_bbox,0.5239
9933_1_det1,arrow,0.1305
9933_1_det2,number_letter,0.3951
9933_1_det3,number_letter,0.3444
9933_1_det4,number_letter,0.4142
9933_1_det5,number_letter,0.4043
9933_1_det6,number_letter,0.3670
9933_1_det7,number_letter,0.4019
9933_2_det0,arrow,0.1435
9933_2_det1,freeform_bbox,0.3037
9933_2_det2,number_letter,0.1777
9935_4_det0,freeform_bbox,0.1537
9935_4_det1,number_letter,0.1706
9935_4_det2,arrow,0.1437
9935_4_det3,number_letter,0.2292
9935_4_det4,number_letter,0.1615
9960_2_det0,arrow,0.5364
9960_2_det1,number_letter,0.1038
9958_0_det0,number_letter,0.2511
9958_0_det1,arrow,0.1533
9958_0_det2,arrow,0.1400
9958_0_det3,number_letter,0.2400
9958_0_det5,number_letter,0.2538
9958_1_det0,arrow,0.1531
9958_1_det1,number_letter,0.2915
9958_1_det2,arrow,0.1399
9958_1_det4,number_letter,0.3079
9958_7_det0,arrow,0.1500
9958_7_det1,arrow,0.1408
9958_7_det2,number_letter,0.2067
999_1_det0,freeform_bbox,0.3490
999_1_det1,arrow,0.1388
999_1_det3,number_letter,0.3494
